Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft,Year_Built,Floors,Garage,Lot_Size,Condition,House_Age,Total_Rooms,Luxury_Score,Price_per_SqFt
660.0,2,2,Semi-Furnished,"Rohini Sector 25 carpet area 660 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing North overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property Near by Ryan international school 2BHK Located on the Ground Floor of a four story building with open parking the flat measure 720 Sq Ft the property is located in a green and plush sector with common parks opposite every lane and bus and auto stand nearby. its situated 1.5 km from the metro station and walkable distance from shopping distance from shopping complex. read more Contact Agent View Phone No. Share Feedback Know your Certified Agent CRISIL Rating No of Employees 9 Kulwant & Company Certified Agent Trusted by Users Genuine Listings 5500+ Buyers Served",1,4700000,Ready_to_move,New_Property,Builder_Floor,6154.0,2018,5,0,660.0,Excellent,8,4.0,4.0,7121.212121212121
550.0,2,2,Semi-Furnished,Rohini Sector 22,1,4500000,Ready_to_move,New_Property,Builder_Floor,6154.0,2010,3,0,550.0,Average,16,4.0,2.5,8181.818181818182
1100.0,4,3,Semi-Furnished,Rohini Sector 16,1,17000000,Ready_to_move,New_Property,Builder_Floor,6154.0,1999,11,0,1100.0,Fair,27,7.0,2.0,15454.545454545454
1150.0,3,3,Semi-Furnished,Rohini Sector 14,1,25000000,Ready_to_move,Resale,Apartment,6154.0,2020,8,0,1150.0,Excellent,6,6.0,4.0,21739.130434782608
650.0,2,2,Semi-Furnished,Rohini Sector 24,1,6000000,Ready_to_move,Resale,Builder_Floor,6154.0,2009,10,0,650.0,Average,17,4.0,2.5,9230.76923076923
850.0,2,2,Semi-Furnished,"Mayur Apartment, Rohini Sector 9",1,11000000,Ready_to_move,Resale,Apartment,6154.0,2010,11,0,850.0,Average,16,4.0,2.5,12941.176470588236
900.0,3,2,Semi-Furnished,"Vijay Vihar, Rohini",5,4500000,Ready_to_move,Resale,Builder_Floor,6154.0,2006,15,3,900.0,Average,20,5.0,3.5,5000.0
430.556,1,1,Furnished,"Rohini Sector 18 carpet area 40 sqm status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Furnished facing East overlooking Main Road car parking 2 Open bathroom 1 balcony 1 ownership Freehold East Facing Property It an LIG three side corner flat in second floor, having full scope of expansion. interior decorated with 2 textured wall , kajaria tiles , fully modular kitchen, branded bathroom and toilet fittings, LED panel, ac in one bedroom, false ceiling in entire flat.south facing unobstructed view balcony. It was all renovated only 2.5 yrs back so every thing is in brand new condition. read more Contact Owner View Phone No. Share Feedback Owner Pramod",2,5300000,Ready_to_move,Resale,Apartment,6154.0,2001,13,1,430.56,Average,25,2.0,4.5,12309.664712604168
900.0,2,2,Semi-Furnished,"Prashant Vihar, Rohini",1,10500000,Ready_to_move,Resale,Apartment,6154.0,2022,10,0,900.0,Excellent,4,4.0,4.0,11666.666666666666
914.9315,2,2,Semi-Furnished,Rohini Sector 5,1,12000000,Ready_to_move,Resale,Builder_Floor,6154.0,2018,14,0,914.93,Excellent,8,4.0,4.0,13115.735986792453
1100.0,3,3,Furnished,Rohini Sector 20,1,7000000,Ready_to_move,New_Property,Builder_Floor,6364.0,2014,8,0,1100.0,Good,12,6.0,4.0,6363.636363636364
800.0,3,2,Semi-Furnished,Rohini Sector 25,1,7000000,Ready_to_move,Resale,Builder_Floor,8750.0,2007,15,0,800.0,Average,19,5.0,2.5,8750.0
500.0,1,1,Semi-Furnished,"Sanskriti Apartment, Rohini Sector 28",1,3400000,Ready_to_move,Resale,Apartment,8750.0,2019,12,0,500.0,Excellent,7,2.0,4.0,6800.0
28.0,2,2,Furnished,Rohini Sector 25,1,5000000,Ready_to_move,New_Property,Apartment,8750.0,2011,10,0,28.0,Good,15,4.0,4.0,178571.42857142858
2160.0,4,4,Furnished,Rohini Sector 19,1,21000000,Ready_to_move,New_Property,Builder_Floor,9722.0,2008,14,0,2160.0,Average,18,8.0,3.5,9722.222222222223
1500.0,1,2,Unfurnished,Lajpat Nagar 2,1,13500000,Ready_to_move,Resale,Apartment,,2009,8,0,1500.0,Average,17,3.0,1.5,9000.0
800.0,2,2,Unfurnished,Lajpat Nagar 1,1,15000000,Ready_to_move,New_Property,Builder_Floor,,2002,11,0,800.0,Average,24,4.0,1.5,18750.0
900.0,2,2,Unfurnished,Lajpat Nagar,1,10500000,Ready_to_move,New_Property,Builder_Floor,,1998,5,0,900.0,Fair,28,4.0,1.0,11666.666666666666
1080.0,3,2,Semi-Furnished,"Vikram Vihar, Lajpat Nagar",1,22500000,Ready_to_move,New_Property,Builder_Floor,,2012,15,0,1080.0,Good,14,5.0,3.0,20833.333333333332
750.0,2,2,Unfurnished,Lajpat Nagar 4,1,13600000,Ready_to_move,New_Property,Builder_Floor,,2021,10,0,750.0,Excellent,5,4.0,3.0,18133.333333333332
1450.0,3,3,Semi-Furnished,Lajpat Nagar 3,2,30000000,Ready_to_move,New_Property,Builder_Floor,,1997,12,1,1450.0,Fair,29,6.0,3.0,20689.655172413793
900.0,2,2,Semi-Furnished,Lajpat Nagar,1,13500000,Ready_to_move,New_Property,Apartment,,2020,7,0,900.0,Excellent,6,4.0,4.0,15000.0
810.0,2,2,Semi-Furnished,"Dayanand Colony, Lajpat Nagar How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 810 sqft status Ready to Move floor 1 out of 5 floors transaction Resale balcony 1 Contact Now Enquire Now Auction By Bank",1,8910000,Ready_to_move,Resale,Builder_Floor,,2020,14,0,810.0,Excellent,6,4.0,4.0,11000.0
1350.0,3,4,Unfurnished,Lajpat Nagar,1,25000000,Ready_to_move,Resale,Apartment,,2004,2,0,1350.0,Average,22,7.0,1.5,18518.51851851852
1710.0,3,3,Semi-Furnished,Lajpat Nagar 2,4,26000000,Ready_to_move,New_Property,Builder_Floor,,2014,2,2,1710.0,Good,12,6.0,4.0,15204.678362573099
1650.0,3,3,Semi-Furnished,Lajpat Nagar,1,30000000,Ready_to_move,Resale,Builder_Floor,,2000,8,0,1650.0,Fair,26,6.0,2.0,18181.81818181818
1280.0,2,2,Furnished,Lajpat Nagar,1,12500000,Ready_to_move,Resale,Builder_Floor,,2017,11,0,1280.0,Good,9,4.0,4.0,9765.625
1260.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,21000000,Ready_to_move,Resale,Builder_Floor,,2016,13,0,1260.0,Good,10,6.0,3.0,16666.666666666668
1130.0,2,2,Unfurnished,Lajpat Nagar 4,1,7800000,Ready_to_move,Resale,Builder_Floor,,2006,7,0,1130.0,Average,20,4.0,1.5,6902.654867256637
600.0,2,2,Semi-Furnished,"Amar Colony, Lajpat Nagar",1,11500000,Ready_to_move,New_Property,Builder_Floor,,1997,10,0,600.0,Fair,29,4.0,2.0,19166.666666666668
850.0,2,2,Semi-Furnished,Lajpat Nagar 1,1,11500000,Ready_to_move,Resale,Builder_Floor,,2024,9,0,850.0,New,2,4.0,4.0,13529.411764705883
1500.0,3,3,Semi-Furnished,Lajpat Nagar 2,2,26000000,Ready_to_move,New_Property,Builder_Floor,,2008,15,1,1500.0,Average,18,6.0,3.5,17333.333333333332
900.0,2,2,Semi-Furnished,"Amar Colony, Lajpat Nagar",2,13000000,Ready_to_move,New_Property,Builder_Floor,14444.0,2021,10,1,900.0,Excellent,5,4.0,5.0,14444.444444444445
1000.0,3,3,Semi-Furnished,"Vikram Vihar, Lajpat Nagar",1,22000000,Ready_to_move,New_Property,Builder_Floor,22000.0,2015,7,0,1000.0,Good,11,6.0,3.0,22000.0
900.0,2,2,Semi-Furnished,Lajpat Nagar 2,1,15800000,Ready_to_move,New_Property,Builder_Floor,22000.0,2018,15,0,900.0,Excellent,8,4.0,4.0,17555.555555555555
2925.0,4,4,Unfurnished,Lajpat Nagar 3,2,57500000,Ready_to_move,New_Property,Builder_Floor,22000.0,2018,2,1,2925.0,Excellent,8,8.0,4.0,19658.119658119656
900.0,2,2,Unfurnished,Lajpat Nagar 1,2,10000000,Ready_to_move,Resale,Builder_Floor,22000.0,2001,15,1,900.0,Average,25,4.0,2.5,11111.111111111111
1600.0,3,3,Unfurnished,Lajpat Nagar 3,2,30000000,Ready_to_move,New_Property,Builder_Floor,22000.0,2006,3,1,1600.0,Average,20,6.0,2.5,18750.0
1143.0,3,3,Unfurnished,"Vikram Vihar, Lajpat Nagar",2,22000000,Ready_to_move,New_Property,Builder_Floor,22000.0,2009,5,1,1143.0,Average,17,6.0,2.5,19247.594050743657
1150.0,3,3,Semi-Furnished,"Vikram Vihar, Lajpat Nagar",2,24000000,Ready_to_move,New_Property,Builder_Floor,22000.0,2010,13,1,1150.0,Average,16,6.0,3.5,20869.565217391304
1500.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,31500000,Ready_to_move,Resale,Builder_Floor,22000.0,1997,12,0,1500.0,Fair,29,6.0,2.0,21000.0
850.0,2,2,Semi-Furnished,Lajpat Nagar 2,1,14600000,Ready_to_move,Resale,Builder_Floor,22000.0,2011,15,0,850.0,Good,15,4.0,3.0,17176.470588235294
8000.0,4,5,Semi-Furnished,Lajpat Nagar,1,240000000,Ready_to_move,New_Property,Builder_Floor,22000.0,2000,12,0,8000.0,Fair,26,9.0,2.0,30000.0
890.0,2,2,Semi-Furnished,Lajpat Nagar 1,1,8300000,Ready_to_move,Resale,Builder_Floor,22000.0,2017,10,0,890.0,Good,9,4.0,3.0,9325.842696629214
1100.0,3,3,Unfurnished,"Vikram Vihar, Lajpat Nagar",1,22500000,Ready_to_move,New_Property,Builder_Floor,22000.0,2015,6,0,1100.0,Good,11,6.0,2.0,20454.545454545456
750.0,1,1,Furnished,"DDA Flats Sector 14, Dwarka Sector 14",2,4600000,Ready_to_move,Resale,Apartment,,2022,1,1,750.0,Excellent,4,2.0,5.0,6133.333333333333
850.0,2,1,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",2,1900000,Ready_to_move,New_Property,Apartment,2235.0,2017,2,1,850.0,Good,9,3.0,4.0,2235.294117647059
1350.0,3,2,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1,5130000,Ready_to_move,New_Property,Apartment,3800.0,2006,5,0,1350.0,Average,20,5.0,1.5,3800.0
1387.0,4,4,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1,5890000,Ready_to_move,New_Property,Apartment,4247.0,2024,1,0,1387.0,New,2,8.0,3.0,4246.575342465753
1050.0,3,2,Unfurnished,"The Elite Spire, Dwarka Sector 21",1,3700000,Ready_to_move,New_Property,Apartment,3524.0,2007,8,0,1050.0,Average,19,5.0,1.5,3523.809523809524
1500.0,3,2,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1,17400000,Ready_to_move,Resale,Apartment,3524.0,2005,12,0,1500.0,Average,21,5.0,1.5,11600.0
1200.0,3,3,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",1,15500000,Ready_to_move,Resale,Apartment,3524.0,2022,15,0,1200.0,Excellent,4,6.0,4.0,12916.666666666666
700.0,2,1,Semi-Furnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1,2400000,Almost_ready,New_Property,Apartment,3524.0,2006,8,0,700.0,Average,20,3.0,2.5,3428.5714285714284
1700.0,3,2,Semi-Furnished,"Sunny Valley Apartments, Dwarka",1,17200000,Ready_to_move,Resale,Apartment,3524.0,1998,14,0,1700.0,Fair,28,5.0,2.0,10117.64705882353
1550.0,3,2,Furnished,"Shri Agrasen Apartment, Dwarka Sector 7",2,14200000,Ready_to_move,Resale,Apartment,3524.0,2009,15,1,1550.0,Average,17,5.0,4.5,9161.290322580646
1400.0,3,3,Semi-Furnished,"Chopra Apartment, Dwarka Sector 23",1,13500000,Ready_to_move,Resale,Apartment,3524.0,2019,13,0,1400.0,Excellent,7,6.0,4.0,9642.857142857143
1900.0,4,4,Semi-Furnished,"Mohinder Apartments, Dwarka Sector 12",1,30000000,Ready_to_move,Resale,Apartment,3524.0,2001,7,0,1900.0,Average,25,8.0,2.5,15789.473684210527
2160.0,4,3,Unfurnished,"Chander Lok Apartment, Dwarka Sector 19",1,21000000,Ready_to_move,Resale,Apartment,3524.0,2009,5,0,2160.0,Average,17,7.0,1.5,9722.222222222223
1700.0,4,3,Unfurnished,"Neelachal, Dwarka Sector 5",1,20500000,Ready_to_move,Resale,Apartment,3524.0,1999,15,0,1700.0,Fair,27,7.0,1.0,12058.823529411764
1850.0,3,4,Semi-Furnished,Dwarka,1,24000000,Ready_to_move,Resale,Apartment,3524.0,2015,4,0,1850.0,Good,11,7.0,3.0,12972.972972972973
1800.0,4,2,Semi-Furnished,"MeeraBai Apartment, Dwarka Sector 5",1,16500000,Ready_to_move,Resale,Apartment,3524.0,2009,7,0,1800.0,Average,17,6.0,2.5,9166.666666666666
1620.0,3,2,Semi-Furnished,"Crescent Apartments, Dwarka Sector 18",1,14900000,Ready_to_move,Resale,Apartment,3524.0,2005,2,0,1620.0,Average,21,5.0,2.5,9197.530864197532
1800.0,4,3,Furnished,"Ashoka Enclave Apartment, Dwarka Sector 11",1,19200000,Ready_to_move,Resale,Apartment,3524.0,2002,12,0,1800.0,Average,24,7.0,3.5,10666.666666666666
1540.0,3,3,Semi-Furnished,"Nav Kairali Apartment, Dwarka Sector 3",1,14500000,Ready_to_move,Resale,Apartment,3524.0,2012,10,0,1540.0,Good,14,6.0,3.0,9415.584415584415
1600.0,3,3,Semi-Furnished,"Ashirwad Apartments, Dwarka",1,15600000,Ready_to_move,Resale,Apartment,3524.0,2015,2,0,1600.0,Good,11,6.0,3.0,9750.0
1400.0,3,2,Unfurnished,"Indraprastha Apartment, Dwarka Sector 12",1,11400000,Ready_to_move,Resale,Apartment,3524.0,2023,4,0,1400.0,Excellent,3,5.0,3.0,8142.857142857143
2300.0,4,4,Furnished,"Mohinder Apartments, Dwarka",1,31500000,Ready_to_move,Resale,Apartment,3524.0,2008,9,0,2300.0,Average,18,8.0,3.5,13695.652173913044
1560.0,3,2,Furnished,"Ashoka Apartments, Dwarka Sector 12",2,15800000,Ready_to_move,Resale,Apartment,3524.0,2000,9,1,1560.0,Fair,26,5.0,4.0,10128.205128205129
1500.0,3,3,Semi-Furnished,"Karuna Vihar Apartment, Dwarka",2,16000000,Ready_to_move,Resale,Apartment,3524.0,2020,13,1,1500.0,Excellent,6,6.0,5.0,10666.666666666666
1050.0,2,2,Unfurnished,"LNT Apartments, Dwarka",1,10500000,Ready_to_move,Resale,Apartment,3524.0,2014,4,0,1050.0,Good,12,4.0,2.0,10000.0
1800.0,3,2,Semi-Furnished,Dwarka Sector 4,1,14800000,Ready_to_move,Resale,Apartment,3524.0,2016,14,0,1800.0,Good,10,5.0,3.0,8222.222222222223
400.0,1,1,Semi-Furnished,"Dwarka Sector 3 carpet area 400 sqft status Ready to Move floor 1 out of 4 floors transaction New Property furnishing Semi-Furnished facing West overlooking Main Road bathroom 1 balcony 1 ownership Freehold Newly Constructed Property 1BHK freehold property , reserved parking, ample space for visitor parking, bathrooms with modern facilities, complete light in all room, wooden wardrobes in bedrooms, separate electric & water meter connection, separate water tank at roof, electronic door lock system with intercom facility, wall to wall POP work, fall ceiling work in all rooms, royal paint work in all rooms, 24X7 running water, branded electric fittings, modular kitchen with electronic chimney, marble vitrified tile flooring, near to metro station, well connected to main road ect. 80 to 90 home loan available. Ready to move read more Contact Agent View Phone No. Share Feedback Agent S.B. Associates 4000+ Buyers Served",1,1850000,Ready_to_move,New_Property,Builder_Floor,3524.0,1998,7,0,400.0,Fair,28,2.0,2.0,4625.0
1150.0,3,2,Semi-Furnished,Dwarka Sector 16B,1,6800000,Ready_to_move,New_Property,Builder_Floor,3524.0,2005,13,0,1150.0,Average,21,5.0,2.5,5913.04347826087
1525.0,3,3,Semi-Furnished,"Chopra Apartment, Dwarka Sector 23",1,14200000,Ready_to_move,Resale,Apartment,3524.0,2018,4,0,1525.0,Excellent,8,6.0,4.0,9311.475409836066
900.0,1,1,Semi-Furnished,Lajpat Nagar 3,1,8900000,Ready_to_move,Resale,Builder_Floor,,2020,1,0,900.0,Excellent,6,2.0,4.0,9888.888888888889
1450.0,3,3,Semi-Furnished,Lajpat Nagar 3,2,37500000,Ready_to_move,New_Property,Builder_Floor,,2008,1,1,1450.0,Average,18,6.0,3.5,25862.068965517243
1260.0,3,3,Semi-Furnished,Lajpat Nagar 3,2,21000000,Ready_to_move,Resale,Builder_Floor,,2019,6,1,1260.0,Excellent,7,6.0,5.0,16666.666666666668
2925.0,4,4,Unfurnished,Lajpat Nagar 3,2,57500000,Ready_to_move,New_Property,Builder_Floor,,2020,15,1,2925.0,Excellent,6,8.0,4.0,19658.119658119656
1710.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,30000000,Ready_to_move,Resale,Builder_Floor,,2007,1,0,1710.0,Average,19,6.0,2.5,17543.859649122805
1600.0,3,3,Unfurnished,Lajpat Nagar 3,1,30000000,Ready_to_move,New_Property,Builder_Floor,,2022,6,0,1600.0,Excellent,4,6.0,3.0,18750.0
1500.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,31500000,Ready_to_move,Resale,Builder_Floor,,2004,2,0,1500.0,Average,22,6.0,2.5,21000.0
2200.0,3,3,Unfurnished,Lajpat Nagar 3,1,30000000,Ready_to_move,Resale,Builder_Floor,,2002,14,0,2200.0,Average,24,6.0,1.5,13636.363636363636
1350.0,3,3,Unfurnished,Lajpat Nagar 3,1,41500000,Ready_to_move,New_Property,Builder_Floor,,2015,11,0,1350.0,Good,11,6.0,2.0,30740.74074074074
1710.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,24800000,Ready_to_move,Resale,Builder_Floor,,2014,12,0,1710.0,Good,12,6.0,3.0,14502.923976608186
1350.0,3,3,Semi-Furnished,Lajpat Nagar 3,2,35000000,Ready_to_move,Resale,Builder_Floor,,2000,11,1,1350.0,Fair,26,6.0,3.0,25925.925925925927
1500.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,40000000,Ready_to_move,Resale,Builder_Floor,26666.0,2020,10,0,1500.0,Excellent,6,6.0,4.0,26666.666666666668
2880.0,4,5,Unfurnished,Lajpat Nagar 3,1,46000000,Ready_to_move,New_Property,Builder_Floor,15972.0,2001,12,0,2880.0,Average,25,9.0,1.5,15972.222222222223
2700.0,4,4,Semi-Furnished,Lajpat Nagar 3,2,55000000,Ready_to_move,Resale,Builder_Floor,183333.0,2019,1,1,2700.0,Excellent,7,8.0,5.0,20370.37037037037
1400.0,3,3,Unfurnished,Lajpat Nagar 3,1,24500000,Ready_to_move,Resale,Builder_Floor,183333.0,1996,13,0,1400.0,Fair,30,6.0,1.0,17500.0
1800.0,3,3,Unfurnished,Lajpat Nagar 3,1,24500000,Ready_to_move,Resale,Apartment,183333.0,2019,12,0,1800.0,Excellent,7,6.0,3.0,13611.111111111111
1400.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,32500000,Ready_to_move,New_Property,Builder_Floor,183333.0,2018,12,0,1400.0,Excellent,8,6.0,4.0,23214.285714285714
1000.0,2,2,Furnished,Lajpat Nagar 3,1,20000000,Ready_to_move,Resale,Apartment,20000.0,2018,6,0,1000.0,Excellent,8,4.0,5.0,20000.0
8000.0,4,5,Semi-Furnished,Lajpat Nagar,1,240000000,Ready_to_move,New_Property,Builder_Floor,20000.0,2015,13,0,8000.0,Good,11,9.0,3.0,30000.0
1700.0,3,3,Furnished,Lajpat Nagar 3,2,19000000,Ready_to_move,Resale,Builder_Floor,20000.0,2009,6,1,1700.0,Average,17,6.0,4.5,11176.470588235294
1600.0,3,3,Unfurnished,Lajpat Nagar 3,2,26000000,Ready_to_move,Resale,Builder_Floor,20000.0,2016,1,1,1600.0,Good,10,6.0,3.0,16250.0
1350.0,3,3,Unfurnished,Lajpat Nagar 3,1,21000000,Ready_to_move,Resale,Builder_Floor,15556.0,2004,14,0,1350.0,Average,22,6.0,1.5,15555.555555555555
1700.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,27500000,Ready_to_move,Resale,Builder_Floor,16176.0,2018,4,0,1700.0,Excellent,8,6.0,4.0,16176.470588235294
1400.0,3,3,Semi-Furnished,Lajpat Nagar 3,2,32500000,Ready_to_move,New_Property,Builder_Floor,16176.0,2012,2,1,1400.0,Good,14,6.0,4.0,23214.285714285714
1450.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,45000000,Ready_to_move,New_Property,Builder_Floor,16176.0,2009,10,0,1450.0,Average,17,6.0,2.5,31034.48275862069
1350.0,3,3,Semi-Furnished,Lajpat Nagar 3,1,21000000,Ready_to_move,Resale,Builder_Floor,15556.0,2010,4,0,1350.0,Average,16,6.0,2.5,15555.555555555555
1700.0,3,3,Unfurnished,Lajpat Nagar 3,1,28000000,Ready_to_move,Resale,Builder_Floor,15556.0,2012,13,0,1700.0,Good,14,6.0,2.0,16470.58823529412
1600.0,3,3,Unfurnished,Lajpat Nagar 3,2,29500000,Ready_to_move,Resale,Builder_Floor,15556.0,1997,7,1,1600.0,Fair,29,6.0,2.0,18437.5
800.0,2,2,Unfurnished,Lajpat Nagar 2,1,14000000,Ready_to_move,New_Property,Builder_Floor,,2000,1,0,800.0,Fair,26,4.0,1.0,17500.0
1350.0,2,2,Furnished,Lajpat Nagar 2,4,12500000,Ready_to_move,Resale,Builder_Floor,9259.0,2003,15,1,1350.0,Average,23,4.0,4.5,9259.25925925926
1500.0,3,3,Semi-Furnished,Lajpat Nagar 2,2,26000000,Ready_to_move,New_Property,Builder_Floor,9259.0,1999,8,1,1500.0,Fair,27,6.0,3.0,17333.333333333332
750.0,2,2,Semi-Furnished,"Vinoba Puri, Lajpat Nagar",2,11500000,Ready_to_move,New_Property,Builder_Floor,9259.0,2008,4,1,750.0,Average,18,4.0,3.5,15333.333333333334
850.0,2,2,Semi-Furnished,Lajpat Nagar 2,2,14600000,Ready_to_move,Resale,Builder_Floor,9259.0,2015,11,1,850.0,Good,11,4.0,4.0,17176.470588235294
1575.0,3,3,Semi-Furnished,Lajpat Nagar 2,1,25500000,Ready_to_move,New_Property,Builder_Floor,9259.0,2014,8,0,1575.0,Good,12,6.0,3.0,16190.47619047619
1675.0,3,3,Semi-Furnished,Lajpat Nagar 2,2,31000000,Ready_to_move,New_Property,Builder_Floor,18507.0,2009,1,1,1675.0,Average,17,6.0,3.5,18507.462686567163
1350.0,3,3,Semi-Furnished,Lajpat Nagar 2,2,22000000,Ready_to_move,Resale,Builder_Floor,18507.0,2020,12,1,1350.0,Excellent,6,6.0,5.0,16296.296296296296
900.0,2,2,Semi-Furnished,Lajpat Nagar 2,2,13400000,Ready_to_move,New_Property,Builder_Floor,18507.0,2012,7,1,900.0,Good,14,4.0,4.0,14888.888888888889
1800.0,3,3,Semi-Furnished,Lajpat Nagar 2,2,35000000,Almost_ready,New_Property,Builder_Floor,18507.0,1998,11,1,1800.0,Fair,28,6.0,3.0,19444.444444444445
900.0,2,2,Furnished,Lajpat Nagar 2,2,11000000,Ready_to_move,Resale,Builder_Floor,18507.0,2018,14,1,900.0,Excellent,8,4.0,5.0,12222.222222222223
900.0,2,2,Unfurnished,"Vinoba Puri, Lajpat Nagar",2,6300000,Ready_to_move,Resale,Builder_Floor,7000.0,2012,10,1,900.0,Good,14,4.0,3.0,7000.0
900.0,2,2,Furnished,Lajpat Nagar 2,2,12500000,Ready_to_move,Resale,Builder_Floor,7000.0,2014,11,1,900.0,Good,12,4.0,5.0,13888.888888888889
800.0,2,2,Unfurnished,Lajpat Nagar 2,1,14500000,Ready_to_move,New_Property,Builder_Floor,7000.0,2012,4,0,800.0,Good,14,4.0,2.0,18125.0
1100.0,2,3,Semi-Furnished,Lajpat Nagar 2,1,22500000,Ready_to_move,New_Property,Builder_Floor,7000.0,2012,4,0,1100.0,Good,14,5.0,3.0,20454.545454545456
810.0,2,2,Semi-Furnished,Lajpat Nagar 2,1,15500000,Ready_to_move,New_Property,Builder_Floor,7000.0,1998,7,0,810.0,Fair,28,4.0,2.0,19135.802469135804
